Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration,tournament
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Lower Round 1,Rex Regum Qeon vs Gen.G,Lotus,Rex Regum Qeon,13,10,3,,Gen.G,2,0,2,,35:32,vct_2023
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Lower Round 1,Rex Regum Qeon vs Gen.G,Ascent,Rex Regum Qeon,7,3,4,,Gen.G,13,4,9,,47:47,vct_2023
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Lower Final,Team Secret vs Gen.G,Haven,Team Secret,10,3,7,,Gen.G,13,4,9,,1:02:01,vct_2023
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Lower Final,Team Secret vs Gen.G,Pearl,Team Secret,13,5,8,,Gen.G,11,4,7,,57:22,vct_2023
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Lower Final,Team Secret vs Gen.G,Ascent,Team Secret,13,10,3,,Gen.G,2,0,2,,35:26,vct_2023
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Lower Final,Team Secret vs Gen.G,Lotus,Team Secret,13,10,3,,Gen.G,6,4,2,,51:55,vct_2023
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Fracture,ZETA DIVISION,14,7,5,2.0,Team Secret,12,7,5,0.0,1:15:11,vct_2023
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Ascent,ZETA DIVISION,9,6,3,,Team Secret,13,7,6,,53:28,vct_2023
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Split,ZETA DIVISION,13,10,3,,Team Secret,7,5,2,,49:56,vct_2023
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Lotus,ZETA DIVISION,13,7,6,,Team Secret,6,1,5,,49:02,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Haven,Weibo Gaming,13,4,8,1.0,Totoro Gaming,15,4,8,3.0,1:00:30,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Split,Weibo Gaming,11,3,8,,Totoro Gaming,13,4,9,,54:30,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Lotus,Number One Player,4,3,1,,Douyu Gaming,13,4,9,,32:15,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Split,Number One Player,12,3,9,0.0,Douyu Gaming,14,3,9,2.0,56:26,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Ascent,Gank Gaming,6,6,0,,Royal Never Give Up,13,7,6,,42:54,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Lotus,Gank Gaming,13,8,5,,Royal Never Give Up,10,6,4,,53:54,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Bind,Gank Gaming,11,6,5,,Royal Never Give Up,13,7,6,,49:56,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Four Angry Men vs Night Wings Gaming,Bind,Four Angry Men,15,5,7,3.0,Night Wings Gaming,13,5,7,1.0,59:17,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Four Angry Men vs Night Wings Gaming,Pearl,Four Angry Men,13,9,3,1.0,Night Wings Gaming,15,9,3,3.0,58:31,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Four Angry Men vs Night Wings Gaming,Split,Four Angry Men,11,5,6,,Night Wings Gaming,13,6,7,,45:37,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Invincible Gaming vs Nova Esports,Split,Invincible Gaming,5,2,3,,Nova Esports,13,3,10,,39:10,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Invincible Gaming vs Nova Esports,Fracture,Invincible Gaming,4,2,2,,Nova Esports,13,3,10,,34:00,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,TYLOO vs Monarch Effect,Lotus,TYLOO,16,7,5,4.0,Monarch Effect,14,7,5,2.0,1:05:42,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,TYLOO vs Monarch Effect,Ascent,TYLOO,8,3,5,,Monarch Effect,13,4,9,,47:59,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,TYLOO vs Monarch Effect,Split,TYLOO,13,3,10,,Monarch Effect,11,2,9,,51:45,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Shenzhen NTER vs Kingzone,Fracture,Shenzhen NTER,13,10,3,,Kingzone,3,1,2,,28:30,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Shenzhen NTER vs Kingzone,Lotus,Shenzhen NTER,13,11,2,,Kingzone,1,0,1,,24:52,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Dragon Ranger Gaming vs Rare Atom,Haven,Dragon Ranger Gaming,13,7,6,,Rare Atom,7,2,5,,39:16,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Dragon Ranger Gaming vs Rare Atom,Lotus,Dragon Ranger Gaming,12,4,8,0.0,Rare Atom,14,4,8,2.0,57:33,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Dragon Ranger Gaming vs Rare Atom,Ascent,Dragon Ranger Gaming,13,7,6,,Rare Atom,11,6,5,,53:50,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Totoro Gaming vs Shenzhen NTER,Lotus,Totoro Gaming,13,9,4,,Shenzhen NTER,4,1,3,,41:25,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Totoro Gaming vs Shenzhen NTER,Ascent,Totoro Gaming,21,3,9,9.0,Shenzhen NTER,19,3,9,7.0,1:26:06,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Dragon Ranger Gaming vs Royal Never Give Up,Split,Dragon Ranger Gaming,13,8,5,,Royal Never Give Up,11,7,4,,1:00:19,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Dragon Ranger Gaming vs Royal Never Give Up,Haven,Dragon Ranger Gaming,13,7,6,,Royal Never Give Up,8,3,5,,41:13,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Nova Esports vs TYLOO,Split,Nova Esports,7,6,1,,TYLOO,13,7,6,,44:27,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Nova Esports vs TYLOO,Bind,Nova Esports,5,3,2,,TYLOO,13,4,9,,38:26,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Night Wings Gaming vs Douyu Gaming,Haven,Night Wings Gaming,10,8,2,,Douyu Gaming,13,9,4,,45:11,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Night Wings Gaming vs Douyu Gaming,Ascent,Night Wings Gaming,5,5,0,,Douyu Gaming,13,6,7,,31:32,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Gank Gaming vs Invincible Gaming,Lotus,Gank Gaming,16,7,5,4.0,Invincible Gaming,14,7,5,2.0,1:11:07,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Gank Gaming vs Invincible Gaming,Split,Gank Gaming,13,10,3,,Invincible Gaming,4,2,2,,33:42,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Number One Player vs Kingzone,Lotus,Number One Player,13,7,6,,Kingzone,7,2,5,,37:17,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Number One Player vs Kingzone,Fracture,Number One Player,14,3,9,2.0,Kingzone,12,3,9,0.0,49:20,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Weibo Gaming vs Four Angry Men,Bind,Weibo Gaming,11,2,9,,Four Angry Men,13,3,10,,53:39,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Weibo Gaming vs Four Angry Men,Haven,Weibo Gaming,13,8,5,,Four Angry Men,4,0,4,,34:57,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Weibo Gaming vs Four Angry Men,Split,Weibo Gaming,13,6,7,,Four Angry Men,7,1,6,,43:54,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Rare Atom vs Monarch Effect,Lotus,Rare Atom,14,6,6,2.0,Monarch Effect,12,6,6,0.0,59:41,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Rare Atom vs Monarch Effect,Ascent,Rare Atom,8,5,3,,Monarch Effect,13,6,7,,43:56,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Rare Atom vs Monarch Effect,Bind,Rare Atom,11,5,6,,Monarch Effect,13,6,7,,53:17,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Weibo Gaming vs Shenzhen NTER,Fracture,Weibo Gaming,13,9,4,,Shenzhen NTER,10,7,3,,50:07,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Weibo Gaming vs Shenzhen NTER,Haven,Weibo Gaming,13,5,8,,Shenzhen NTER,11,4,7,,51:04,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Royal Never Give Up vs Nova Esports,Ascent,Royal Never Give Up,11,4,7,,Nova Esports,13,5,8,,53:06,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Royal Never Give Up vs Nova Esports,Bind,Royal Never Give Up,13,10,3,,Nova Esports,4,2,2,,35:37,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Royal Never Give Up vs Nova Esports,Split,Royal Never Give Up,13,4,9,,Nova Esports,11,3,8,,50:22,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Night Wings Gaming vs Gank Gaming,Split,Night Wings Gaming,13,8,5,,Gank Gaming,11,7,4,,55:11,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Night Wings Gaming vs Gank Gaming,Bind,Night Wings Gaming,14,5,7,2.0,Gank Gaming,12,5,7,0.0,1:00:13,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Number One Player vs Monarch Effect,Pearl,Number One Player,15,8,4,3.0,Monarch Effect,13,8,4,1.0,1:00:00,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Number One Player vs Monarch Effect,Lotus,Number One Player,10,7,3,,Monarch Effect,13,8,5,,43:12,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Number One Player vs Monarch Effect,Bind,Number One Player,13,6,6,1.0,Monarch Effect,15,6,6,3.0,57:38,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Totoro Gaming vs Douyu Gaming,Ascent,Totoro Gaming,13,10,3,,Douyu Gaming,4,2,2,,32:59,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Totoro Gaming vs Douyu Gaming,Pearl,Totoro Gaming,13,5,8,,Douyu Gaming,10,3,7,,48:24,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Kingzone vs Four Angry Men,Lotus,Kingzone,4,3,1,,Four Angry Men,13,4,9,,35:56,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Kingzone vs Four Angry Men,Pearl,Kingzone,4,4,0,,Four Angry Men,13,5,8,,36:56,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Invincible Gaming vs Rare Atom,Lotus,Invincible Gaming,13,6,7,,Rare Atom,11,5,6,,54:07,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Invincible Gaming vs Rare Atom,Bind,Invincible Gaming,13,10,3,,Rare Atom,2,0,2,,27:47,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Dragon Ranger Gaming vs TYLOO,Bind,Dragon Ranger Gaming,7,4,3,,TYLOO,13,5,8,,43:23,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Dragon Ranger Gaming vs TYLOO,Ascent,Dragon Ranger Gaming,9,6,3,,TYLOO,13,7,6,,44:26,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Weibo Gaming vs Night Wings Gaming,Haven,Weibo Gaming,13,10,3,,Night Wings Gaming,5,3,2,,35:46,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Weibo Gaming vs Night Wings Gaming,Lotus,Weibo Gaming,13,10,3,,Night Wings Gaming,9,7,2,,43:34,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Four Angry Men vs Invincible Gaming,Pearl,Four Angry Men,13,8,5,,Invincible Gaming,5,1,4,,36:59,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Four Angry Men vs Invincible Gaming,Bind,Four Angry Men,9,7,2,,Invincible Gaming,13,8,5,,42:24,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Four Angry Men vs Invincible Gaming,Lotus,Four Angry Men,13,10,3,,Invincible Gaming,2,0,2,,30:14,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Douyu Gaming vs Royal Never Give Up,Bind,Douyu Gaming,12,2,10,0.0,Royal Never Give Up,14,2,10,2.0,56:22,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Douyu Gaming vs Royal Never Give Up,Split,Douyu Gaming,11,8,3,,Royal Never Give Up,13,9,4,,52:32,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Nova Esports vs Gank Gaming,Ascent,Nova Esports,13,10,3,,Gank Gaming,2,0,2,,33:18,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Nova Esports vs Gank Gaming,Bind,Nova Esports,11,6,5,,Gank Gaming,13,7,6,,52:32,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Nova Esports vs Gank Gaming,Lotus,Nova Esports,9,6,3,,Gank Gaming,13,7,6,,51:28,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Dragon Ranger Gaming vs Monarch Effect,Ascent,Dragon Ranger Gaming,8,4,4,,Monarch Effect,13,5,8,,47:09,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Dragon Ranger Gaming vs Monarch Effect,Pearl,Dragon Ranger Gaming,13,7,6,,Monarch Effect,7,2,5,,39:47,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Dragon Ranger Gaming vs Monarch Effect,Split,Dragon Ranger Gaming,9,5,4,,Monarch Effect,13,6,7,,51:56,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Shenzhen NTER vs Number One Player,Lotus,Shenzhen NTER,13,9,4,,Number One Player,7,4,3,,42:22,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Shenzhen NTER vs Number One Player,Split,Shenzhen NTER,13,8,5,,Number One Player,10,6,4,,33:24,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Night Wings Gaming vs Shenzhen NTER,Split,Night Wings Gaming,8,5,3,,Shenzhen NTER,13,6,7,,46:44,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Night Wings Gaming vs Shenzhen NTER,Haven,Night Wings Gaming,13,8,5,,Shenzhen NTER,9,5,4,,39:32,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Night Wings Gaming vs Shenzhen NTER,Ascent,Night Wings Gaming,13,6,6,1.0,Shenzhen NTER,15,6,6,3.0,58:28,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Bind,Gank Gaming,13,5,8,,Four Angry Men,11,4,7,,50:28,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Haven,Gank Gaming,1,1,0,,Four Angry Men,13,2,11,,30:21,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Gank Gaming,16,4,8,4.0,Four Angry Men,18,4,8,6.0,1:08:07,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Dragon Ranger Gaming,13,7,6,,Douyu Gaming,11,6,5,,47:37,vct_2023
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Dragon Ranger Gaming,13,9,4,,Douyu Gaming,5,2,3,,33:12,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Trace Esports vs Four Angry Men,Haven,Trace Esports,13,10,3,,Four Angry Men,9,7,2,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Trace Esports vs Four Angry Men,Lotus,Trace Esports,18,6,6,6.0,Four Angry Men,16,6,6,4.0,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Bind,Monarch Effect,13,8,5,,Royal Never Give Up,11,7,4,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Haven,Monarch Effect,6,2,4,,Royal Never Give Up,13,3,10,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Split,Monarch Effect,13,10,3,,Royal Never Give Up,2,0,2,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TYLOO vs Shenzhen NTER,Pearl,TYLOO,13,9,4,,Shenzhen NTER,4,1,3,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TYLOO vs Shenzhen NTER,Lotus,TYLOO,13,4,9,,Shenzhen NTER,9,1,8,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Haven,Weibo Gaming,10,6,4,,Dragon Ranger Gaming,13,7,6,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Bind,Weibo Gaming,13,6,7,,Dragon Ranger Gaming,9,3,6,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Split,Weibo Gaming,13,8,5,,Dragon Ranger Gaming,5,1,4,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Lotus,Attacking Soul Esports,13,6,7,,Trace Esports,10,4,6,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Split,Attacking Soul Esports,5,4,1,,Trace Esports,13,5,8,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Bind,Attacking Soul Esports,11,2,9,,Trace Esports,13,3,10,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Bilibili Gaming vs Monarch Effect,Lotus,Bilibili Gaming,13,3,10,,Monarch Effect,10,1,9,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Bilibili Gaming vs Monarch Effect,Haven,Bilibili Gaming,13,9,4,,Monarch Effect,7,4,3,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,FunPlus Phoenix vs TYLOO,Fracture,FunPlus Phoenix,9,5,4,,TYLOO,13,6,7,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,FunPlus Phoenix vs TYLOO,Bind,FunPlus Phoenix,10,4,6,,TYLOO,13,5,8,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,EDward Gaming vs Weibo Gaming,Fracture,EDward Gaming,13,8,5,,Weibo Gaming,6,2,4,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,EDward Gaming vs Weibo Gaming,Bind,EDward Gaming,13,9,4,,Weibo Gaming,7,4,3,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Attacking Soul Esports vs Monarch Effect,Fracture,Attacking Soul Esports,13,8,5,,Monarch Effect,5,1,4,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Attacking Soul Esports vs Monarch Effect,Split,Attacking Soul Esports,13,9,4,,Monarch Effect,5,2,3,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,FunPlus Phoenix vs Weibo Gaming,Lotus,FunPlus Phoenix,13,9,4,,Weibo Gaming,5,2,3,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,FunPlus Phoenix vs Weibo Gaming,Ascent,FunPlus Phoenix,13,5,8,,Weibo Gaming,9,2,7,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Haven,Trace Esports,10,6,4,,Bilibili Gaming,13,7,6,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Lotus,Trace Esports,5,1,4,,Bilibili Gaming,13,2,11,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Split,Trace Esports,2,2,0,,Bilibili Gaming,13,3,10,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Split,TYLOO,6,4,2,,EDward Gaming,13,5,8,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Haven,TYLOO,2,2,0,,EDward Gaming,13,3,10,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Bind,TYLOO,2,2,0,,EDward Gaming,13,3,10,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Lotus,Trace Esports,9,5,4,,FunPlus Phoenix,13,6,7,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Split,Trace Esports,13,8,5,,FunPlus Phoenix,6,2,4,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Ascent,Trace Esports,8,5,3,,FunPlus Phoenix,13,6,7,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Split,TYLOO,3,2,1,,Attacking Soul Esports,13,3,10,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Fracture,TYLOO,13,7,6,,Attacking Soul Esports,10,5,5,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Ascent,TYLOO,14,7,5,2.0,Attacking Soul Esports,12,7,5,0.0,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Pearl,Bilibili Gaming,3,3,0,,EDward Gaming,13,4,9,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Bind,Bilibili Gaming,10,6,4,,EDward Gaming,13,7,6,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Split,Bilibili Gaming,4,4,0,,EDward Gaming,13,5,8,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Pearl,TYLOO,8,4,4,,FunPlus Phoenix,13,5,8,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Bind,TYLOO,13,8,5,,FunPlus Phoenix,7,3,4,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Ascent,TYLOO,11,4,7,,FunPlus Phoenix,13,5,8,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Fracture,TYLOO,10,6,4,,FunPlus Phoenix,13,7,6,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Lotus,Bilibili Gaming,11,4,7,,FunPlus Phoenix,13,5,8,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Bind,Bilibili Gaming,13,8,5,,FunPlus Phoenix,9,5,4,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Pearl,Bilibili Gaming,9,4,5,,FunPlus Phoenix,13,5,8,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Split,Bilibili Gaming,13,9,4,,FunPlus Phoenix,6,3,3,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Ascent,Bilibili Gaming,13,10,3,,FunPlus Phoenix,5,3,2,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Split,EDward Gaming,13,9,4,,Bilibili Gaming,6,3,3,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Fracture,EDward Gaming,13,8,5,,Bilibili Gaming,4,0,4,,,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Bind,EDward Gaming,12,8,4,0.0,Bilibili Gaming,14,8,4,2.0,,vct_2023
