Tournament,Stage,Match Type,Match Name,Map,tournament
Champions Tour 2023: EMEA League,Regular Season,Week 1,Team Heretics vs Karmine Corp,Split,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 2,Team Vitality vs FUT Esports,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 2,Team Vitality vs FUT Esports,Haven,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 2,Natus Vincere vs BBL Esports,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 2,Natus Vincere vs BBL Esports,Fracture,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 2,FNATIC vs Team Heretics,Icebox,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 2,FNATIC vs Team Heretics,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 2,Team Liquid vs Karmine Corp,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 2,Team Liquid vs Karmine Corp,Split,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Pearl,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Icebox,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Haven,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Icebox,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Split,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Split,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 4,Team Heretics vs Team Liquid,Split,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 4,Team Heretics vs Team Liquid,Fracture,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 4,FUT Esports vs Giants Gaming,Icebox,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 4,FUT Esports vs Giants Gaming,Split,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 4,Karmine Corp vs Natus Vincere,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 4,Karmine Corp vs Natus Vincere,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 4,BBL Esports vs Team Vitality,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 4,BBL Esports vs Team Vitality,Haven,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 5,Giants Gaming vs Team Liquid,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 5,Giants Gaming vs Team Liquid,Icebox,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 5,Giants Gaming vs Team Liquid,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 5,BBL Esports vs Team Heretics,Haven,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 5,BBL Esports vs Team Heretics,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 5,BBL Esports vs Team Heretics,Icebox,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 5,KOI vs Karmine Corp,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 5,KOI vs Karmine Corp,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 5,KOI vs Karmine Corp,Haven,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 5,FUT Esports vs FNATIC,Icebox,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 5,FUT Esports vs FNATIC,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 5,Team Vitality vs Natus Vincere,Split,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 5,Team Vitality vs Natus Vincere,Fracture,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 6,Team Vitality vs FNATIC,Haven,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 6,Team Vitality vs FNATIC,Bind,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 6,FUT Esports vs Karmine Corp,Haven,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 6,FUT Esports vs Karmine Corp,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 6,KOI vs BBL Esports,Pearl,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 6,KOI vs BBL Esports,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 6,KOI vs BBL Esports,Bind,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 6,Natus Vincere vs Team Liquid,Fracture,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 6,Natus Vincere vs Team Liquid,Bind,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 6,Giants Gaming vs Team Heretics,Pearl,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 6,Giants Gaming vs Team Heretics,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 4,KOI vs FNATIC,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 4,KOI vs FNATIC,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 7,Giants Gaming vs Team Vitality,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 7,Giants Gaming vs Team Vitality,Split,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 7,Giants Gaming vs Team Vitality,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 7,FUT Esports vs Natus Vincere,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 7,FUT Esports vs Natus Vincere,Pearl,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 7,Karmine Corp vs FNATIC,Haven,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 7,Karmine Corp vs FNATIC,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 7,BBL Esports vs Team Liquid,Split,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 7,BBL Esports vs Team Liquid,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 7,BBL Esports vs Team Liquid,Bind,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 7,KOI vs Team Heretics,Fracture,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 7,KOI vs Team Heretics,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 7,KOI vs Team Heretics,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 8,FNATIC vs Natus Vincere,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 8,FNATIC vs Natus Vincere,Split,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 8,Team Heretics vs Team Vitality,Haven,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 8,Team Heretics vs Team Vitality,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 8,Karmine Corp vs Giants Gaming,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 8,Karmine Corp vs Giants Gaming,Ascent,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 8,KOI vs Team Liquid,Fracture,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 8,KOI vs Team Liquid,Split,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 8,KOI vs Team Liquid,Lotus,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 8,BBL Esports vs FUT Esports,Pearl,vct_2023
Champions Tour 2023: EMEA League,Regular Season,Week 8,BBL Esports vs FUT Esports,Haven,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Giants Gaming vs FUT Esports,Haven,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Giants Gaming vs FUT Esports,Ascent,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Team Liquid vs Team Vitality,Lotus,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Team Liquid vs Team Vitality,Bind,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Team Liquid vs Team Vitality,Ascent,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,FNATIC vs FUT Esports,Bind,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,FNATIC vs FUT Esports,Split,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,FNATIC vs FUT Esports,Lotus,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Natus Vincere vs Team Liquid,Bind,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Natus Vincere vs Team Liquid,Split,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Split,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Haven,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Lotus,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Natus Vincere vs Giants Gaming,Pearl,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Natus Vincere vs Giants Gaming,Ascent,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Upper Final,FNATIC vs Team Liquid,Lotus,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Upper Final,FNATIC vs Team Liquid,Bind,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Natus Vincere vs FUT Esports,Lotus,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Natus Vincere vs FUT Esports,Fracture,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Team Liquid vs FUT Esports,Ascent,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Team Liquid vs FUT Esports,Lotus,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Team Liquid vs FUT Esports,Split,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Grand Final,FNATIC vs Team Liquid,Lotus,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Grand Final,FNATIC vs Team Liquid,Ascent,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Grand Final,FNATIC vs Team Liquid,Haven,vct_2023
Champions Tour 2023: EMEA League,Playoffs,Grand Final,FNATIC vs Team Liquid,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 1,ZETA DIVISION vs DRX,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 1,ZETA DIVISION vs DRX,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 1,T1 vs Global Esports,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 1,T1 vs Global Esports,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 1,T1 vs Global Esports,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 1,Paper Rex vs DetonatioN FocusMe,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 1,Paper Rex vs DetonatioN FocusMe,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 1,Team Secret vs Talon Esports,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 1,Team Secret vs Talon Esports,Icebox,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 1,Team Secret vs Talon Esports,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 1,Rex Regum Qeon vs Gen.G,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 1,Rex Regum Qeon vs Gen.G,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 2,ZETA DIVISION vs Rex Regum Qeon,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 2,ZETA DIVISION vs Rex Regum Qeon,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 2,ZETA DIVISION vs Rex Regum Qeon,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 2,Talon Esports vs T1,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 2,Talon Esports vs T1,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 2,Team Secret vs Paper Rex,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 2,Team Secret vs Paper Rex,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 2,Team Secret vs Paper Rex,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Icebox,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,Icebox,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 5,Paper Rex vs Global Esports,Icebox,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 5,Paper Rex vs Global Esports,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 5,Paper Rex vs Global Esports,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 5,Gen.G vs DRX,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 5,Gen.G vs DRX,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 5,Gen.G vs DRX,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 5,T1 vs Rex Regum Qeon,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 5,T1 vs Rex Regum Qeon,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 5,Team Secret vs DetonatioN FocusMe,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 5,Team Secret vs DetonatioN FocusMe,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 5,ZETA DIVISION vs Talon Esports,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 5,ZETA DIVISION vs Talon Esports,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,T1 vs DetonatioN FocusMe,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,T1 vs DetonatioN FocusMe,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,T1 vs DetonatioN FocusMe,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,ZETA DIVISION vs Team Secret,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,ZETA DIVISION vs Team Secret,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,ZETA DIVISION vs Team Secret,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,Global Esports vs Gen.G,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,Global Esports vs Gen.G,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,Rex Regum Qeon vs DRX,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,Rex Regum Qeon vs DRX,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,Rex Regum Qeon vs DRX,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,Talon Esports vs Paper Rex,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,Talon Esports vs Paper Rex,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 6,Talon Esports vs Paper Rex,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 7,Talon Esports vs Gen.G,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 7,Talon Esports vs Gen.G,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 7,ZETA DIVISION vs Paper Rex,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 7,ZETA DIVISION vs Paper Rex,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 7,Rex Regum Qeon vs Global Esports,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 7,Rex Regum Qeon vs Global Esports,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 7,Team Secret vs T1,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 7,Team Secret vs T1,Bind,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 7,DRX vs DetonatioN FocusMe,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 7,DRX vs DetonatioN FocusMe,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Paper Rex vs Gen.G,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Paper Rex vs Gen.G,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,ZETA DIVISION vs T1,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,ZETA DIVISION vs T1,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,ZETA DIVISION vs T1,Bind,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Team Secret vs DRX,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Team Secret vs DRX,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Global Esports vs DetonatioN FocusMe,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Global Esports vs DetonatioN FocusMe,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Talon Esports vs Rex Regum Qeon,Split,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Talon Esports vs Rex Regum Qeon,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Talon Esports vs Rex Regum Qeon,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,ZETA DIVISION vs Gen.G,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,ZETA DIVISION vs Gen.G,Ascent,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,ZETA DIVISION vs Gen.G,Fracture,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,T1 vs DRX,Bind,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,T1 vs DRX,Pearl,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Team Secret vs Global Esports,Haven,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Team Secret vs Global Esports,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Talon Esports vs DetonatioN FocusMe,Lotus,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Talon Esports vs DetonatioN FocusMe,Bind,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Rex Regum Qeon vs Paper Rex,Bind,vct_2023
Champions Tour 2023: Pacific League,League Play,Week 8,Rex Regum Qeon vs Paper Rex,Pearl,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,ZETA DIVISION vs Team Secret,Haven,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,ZETA DIVISION vs Team Secret,Ascent,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Fracture,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Ascent,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Lotus,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Haven,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Split,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Bind,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Lotus,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Fracture,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Ascent,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Haven,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Split,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Haven,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Bind,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Fracture,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Upper Final,DRX vs Paper Rex,Fracture,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Upper Final,DRX vs Paper Rex,Bind,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Lower Round 2,T1 vs Gen.G,Fracture,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Lower Round 2,T1 vs Gen.G,Ascent,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Lower Final,DRX vs T1,Ascent,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Lower Final,DRX vs T1,Fracture,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Lower Final,DRX vs T1,Haven,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Lower Final,DRX vs T1,Bind,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Lower Final,DRX vs T1,Pearl,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Grand Final,Paper Rex vs DRX,Fracture,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Grand Final,Paper Rex vs DRX,Ascent,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Grand Final,Paper Rex vs DRX,Lotus,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Grand Final,Paper Rex vs DRX,Pearl,vct_2023
Champions Tour 2023: Pacific League,Playoffs,Grand Final,Paper Rex vs DRX,Bind,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,KOI vs NRG Esports,Icebox,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,KOI vs NRG Esports,Haven,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,DetonatioN FocusMe vs Giants Gaming,Haven,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,DetonatioN FocusMe vs Giants Gaming,Icebox,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,FunPlus Phoenix vs Karmine Corp,Lotus,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,FunPlus Phoenix vs Karmine Corp,Haven,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,FunPlus Phoenix vs Karmine Corp,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,BBL Esports vs DRX,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,BBL Esports vs DRX,Ascent,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,BBL Esports vs DRX,Haven,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Cloud9 vs Paper Rex,Lotus,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Cloud9 vs Paper Rex,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Team Heretics vs Evil Geniuses,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Team Heretics vs Evil Geniuses,Ascent,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,MIBR vs Talon Esports,Haven,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,MIBR vs Talon Esports,Fracture,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Gen.G vs LOUD,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Gen.G vs LOUD,Fracture,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Quarterfinals,NRG Esports vs Giants Gaming,Lotus,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Quarterfinals,NRG Esports vs Giants Gaming,Haven,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Quarterfinals,NRG Esports vs Giants Gaming,Icebox,vct_2023
