Tournament,Stage,Match Type,Match Name,Map,tournament
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,Bind,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,Icebox,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Sunset,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Ascent,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,Haven,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,Haven,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Haven,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Haven,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Icebox,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Icebox,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Bind,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,Ascent,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Bind,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Haven,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,Icebox,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,Bind,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Sunset,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Ascent,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Haven,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Icebox,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Haven,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Sunset,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Icebox,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,Sunset,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Haven,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Icebox,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Icebox,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,Bind,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,Ascent,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Bind,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,Sunset,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,Ascent,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,Bind,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,Icebox,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Icebox,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,Ascent,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Ascent,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Icebox,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Sunset,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,Sunset,vct_2025
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,Haven,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,Bind,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,Haven,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,Sunset,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,Bind,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,Haven,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,Sunset,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,Bind,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,Ascent,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Haven,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Sunset,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,Ascent,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Icebox,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,Haven,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,Bind,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Ascent,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Sunset,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Haven,vct_2025
VCT 2025: Pacific Stage 2,Showmatch,Main Event,Team World vs Glory Once Again,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Bind,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Haven,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Corrode,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Icebox,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Sunset,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Bind,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Ascent,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Lotus,vct_2025
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,Sunset,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,Corrode,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Bind,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Lotus,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,Sunset,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,Lotus,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,Ascent,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,Sunset,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,Corrode,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Lotus,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Icebox,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Ascent,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Icebox,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Lotus,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,Corrode,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,Bind,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,Ascent,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,Bind,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,Bind,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,Corrode,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,Sunset,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,Ascent,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,Icebox,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,Lotus,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,Sunset,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,Bind,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,Icebox,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,Lotus,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,Corrode,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,Sunset,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Lotus,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Bind,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Ascent,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,Ascent,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,Sunset,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,Corrode,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,Lotus,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,Corrode,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,Ascent,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,Lotus,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,Sunset,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Icebox,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Ascent,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Lotus,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Icebox,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Ascent,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,Sunset,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,Sunset,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,Corrode,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,Lotus,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,Icebox,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,Bind,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Trace Esports vs Titan Esports Club,Sunset,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Trace Esports vs Titan Esports Club,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Wolves Esports,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Wolves Esports,Corrode,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Wolves Esports,Bind,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Dragon Ranger Gaming vs Xi Lai Gaming,Ascent,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Dragon Ranger Gaming vs Xi Lai Gaming,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Dragon Ranger Gaming vs Xi Lai Gaming,Lotus,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,Haven,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,Ascent,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,Corrode,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Bilibili Gaming vs EDward Gaming,Lotus,vct_2025
VCT 2025: China Stage 2,Group Stage,Week 4,Bilibili Gaming vs EDward Gaming,Sunset,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,All Gamers vs TYLOO,Lotus,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,All Gamers vs TYLOO,Icebox,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Lotus,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Corrode,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Round 1,All Gamers vs FunPlus Phoenix,Sunset,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Round 1,All Gamers vs FunPlus Phoenix,Haven,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Round 1,All Gamers vs FunPlus Phoenix,Icebox,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Round 1,EDward Gaming vs Trace Esports,Lotus,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Round 1,EDward Gaming vs Trace Esports,Sunset,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Round 1,EDward Gaming vs Trace Esports,Ascent,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Bilibili Gaming vs TYLOO,Bind,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Bilibili Gaming vs TYLOO,Icebox,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Bilibili Gaming vs TYLOO,Lotus,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Xi Lai Gaming vs Dragon Ranger Gaming,Lotus,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Xi Lai Gaming vs Dragon Ranger Gaming,Bind,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Xi Lai Gaming vs Dragon Ranger Gaming,Sunset,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Round 2,TYLOO vs EDward Gaming,Haven,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Round 2,TYLOO vs EDward Gaming,Ascent,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Xi Lai Gaming vs All Gamers,Ascent,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Xi Lai Gaming vs All Gamers,Icebox,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Xi Lai Gaming vs All Gamers,Lotus,vct_2025
VCT 2025: China Stage 2,Showmatch,All-Star Match,Pure Aim vs Precise Defeat,Abyss,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Final,Dragon Ranger Gaming vs Bilibili Gaming,Haven,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Final,Dragon Ranger Gaming vs Bilibili Gaming,Lotus,vct_2025
VCT 2025: China Stage 2,Playoffs,Upper Final,Dragon Ranger Gaming vs Bilibili Gaming,Sunset,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Round 3,EDward Gaming vs Xi Lai Gaming,Lotus,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Round 3,EDward Gaming vs Xi Lai Gaming,Corrode,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Final,Bilibili Gaming vs EDward Gaming,Bind,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Final,Bilibili Gaming vs EDward Gaming,Haven,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Final,Bilibili Gaming vs EDward Gaming,Lotus,vct_2025
VCT 2025: China Stage 2,Playoffs,Lower Final,Bilibili Gaming vs EDward Gaming,Ascent,vct_2025
VCT 2025: China Stage 2,Playoffs,Grand Final,Dragon Ranger Gaming vs Bilibili Gaming,Sunset,vct_2025
VCT 2025: China Stage 2,Playoffs,Grand Final,Dragon Ranger Gaming vs Bilibili Gaming,Haven,vct_2025
VCT 2025: China Stage 2,Playoffs,Grand Final,Dragon Ranger Gaming vs Bilibili Gaming,Corrode,vct_2025
VCT 2025: China Stage 2,Playoffs,Grand Final,Dragon Ranger Gaming vs Bilibili Gaming,Lotus,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Team Heretics vs Paper Rex,Pearl,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Team Heretics vs Paper Rex,Icebox,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Icebox,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Haven,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Icebox,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Sunset,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Lotus,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,Ascent,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,Icebox,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Heretics vs Wolves Esports,Pearl,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Heretics vs Wolves Esports,Lotus,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs MIBR,Icebox,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs MIBR,Sunset,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Bilibili Gaming vs Wolves Esports,Ascent,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Bilibili Gaming vs Wolves Esports,Split,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Split,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Sunset,vct_2025
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Lotus,vct_2025
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,Split,vct_2025
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,Lotus,vct_2025
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Sunset,vct_2025
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Lotus,vct_2025
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,Ascent,vct_2025
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,Icebox,vct_2025
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Haven,vct_2025
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Split,vct_2025
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Sunset,vct_2025
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Icebox,vct_2025
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Haven,vct_2025
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Lotus,vct_2025
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Haven,vct_2025
