Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Name,Match ID,Map,Game ID,tournament
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,FNATIC vs Giants Gaming,173214,Icebox,117161,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,FNATIC vs Giants Gaming,173214,Split,117162,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Team Heretics vs FUT Esports,173216,Pearl,117167,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Team Heretics vs FUT Esports,173216,Lotus,117168,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Team Liquid vs Team Vitality,173217,Haven,117170,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Team Liquid vs Team Vitality,173217,Fracture,117171,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Team Liquid vs Team Vitality,173217,Lotus,117172,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Natus Vincere vs Giants Gaming,173218,Icebox,117173,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Natus Vincere vs Giants Gaming,173218,Split,117174,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Natus Vincere vs Giants Gaming,173218,Pearl,117175,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Karmine Corp vs BBL Esports,173219,Icebox,117176,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Karmine Corp vs BBL Esports,173219,Split,117177,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Team Liquid vs FUT Esports,173220,Lotus,117179,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Team Liquid vs FUT Esports,173220,Split,117180,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Team Liquid vs FUT Esports,173220,Ascent,117181,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,KOI vs Team Vitality,173221,Split,117182,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,KOI vs Team Vitality,173221,Fracture,117183,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,FNATIC vs BBL Esports,173222,Ascent,117185,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,FNATIC vs BBL Esports,173222,Haven,117186,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,FNATIC vs BBL Esports,173222,Split,117187,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Team Heretics vs Karmine Corp,173223,Icebox,117188,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 1,Team Heretics vs Karmine Corp,173223,Split,117189,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 2,Team Vitality vs FUT Esports,183944,Lotus,119187,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 2,Team Vitality vs FUT Esports,183944,Haven,119188,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 2,Natus Vincere vs BBL Esports,183945,Ascent,119190,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 2,Natus Vincere vs BBL Esports,183945,Fracture,119191,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 2,FNATIC vs Team Heretics,183946,Icebox,119193,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 2,FNATIC vs Team Heretics,183946,Ascent,119194,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 2,Team Liquid vs Karmine Corp,183947,Ascent,119196,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 2,Team Liquid vs Karmine Corp,183947,Split,119197,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 2,KOI vs Giants Gaming,183948,Lotus,119199,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 2,KOI vs Giants Gaming,183948,Ascent,119200,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 3,Natus Vincere vs Team Heretics,183949,Pearl,119202,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 3,Natus Vincere vs Team Heretics,183949,Lotus,119203,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 3,Natus Vincere vs Team Heretics,183949,Ascent,119204,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 3,KOI vs FUT Esports,183950,Icebox,126175,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 3,KOI vs FUT Esports,183950,Ascent,119206,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 3,Team Liquid vs FNATIC,183951,Lotus,119208,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 3,Team Liquid vs FNATIC,183951,Haven,119209,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 3,Giants Gaming vs BBL Esports,183952,Icebox,119211,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 3,Giants Gaming vs BBL Esports,183952,Split,119212,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 3,Team Vitality vs Karmine Corp,183953,Ascent,119214,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 3,Team Vitality vs Karmine Corp,183953,Split,119215,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 4,Team Heretics vs Team Liquid,184037,Split,119246,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 4,Team Heretics vs Team Liquid,184037,Fracture,119247,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 4,FUT Esports vs Giants Gaming,184039,Icebox,119252,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 4,FUT Esports vs Giants Gaming,184039,Split,119253,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 4,Karmine Corp vs Natus Vincere,184040,Ascent,119255,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 4,Karmine Corp vs Natus Vincere,184040,Lotus,119256,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 4,BBL Esports vs Team Vitality,184041,Ascent,119258,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 4,BBL Esports vs Team Vitality,184041,Haven,119259,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 5,Giants Gaming vs Team Liquid,184042,Ascent,119261,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 5,Giants Gaming vs Team Liquid,184042,Icebox,119262,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 5,Giants Gaming vs Team Liquid,184042,Lotus,119263,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 5,BBL Esports vs Team Heretics,184043,Haven,119264,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 5,BBL Esports vs Team Heretics,184043,Lotus,119265,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 5,BBL Esports vs Team Heretics,184043,Icebox,119266,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 5,KOI vs Karmine Corp,184044,Lotus,119267,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 5,KOI vs Karmine Corp,184044,Ascent,119268,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 5,KOI vs Karmine Corp,184044,Haven,119269,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 5,FUT Esports vs FNATIC,184045,Icebox,119270,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 5,FUT Esports vs FNATIC,184045,Lotus,119271,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 5,Team Vitality vs Natus Vincere,184046,Split,119273,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 5,Team Vitality vs Natus Vincere,184046,Fracture,119274,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 6,Team Vitality vs FNATIC,184047,Haven,119276,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 6,Team Vitality vs FNATIC,184047,Bind,119277,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 6,FUT Esports vs Karmine Corp,184048,Haven,119279,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 6,FUT Esports vs Karmine Corp,184048,Ascent,119280,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 6,KOI vs BBL Esports,184049,Pearl,119282,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 6,KOI vs BBL Esports,184049,Ascent,119283,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 6,KOI vs BBL Esports,184049,Bind,119284,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 6,Natus Vincere vs Team Liquid,184050,Fracture,119285,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 6,Natus Vincere vs Team Liquid,184050,Bind,119286,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 6,Giants Gaming vs Team Heretics,184051,Pearl,119288,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 6,Giants Gaming vs Team Heretics,184051,Lotus,119289,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 4,KOI vs FNATIC,184038,Lotus,119249,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 4,KOI vs FNATIC,184038,Ascent,119250,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 7,Giants Gaming vs Team Vitality,184052,Lotus,119291,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 7,Giants Gaming vs Team Vitality,184052,Split,119292,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 7,Giants Gaming vs Team Vitality,184052,Ascent,119293,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 7,FUT Esports vs Natus Vincere,184053,Lotus,119294,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 7,FUT Esports vs Natus Vincere,184053,Pearl,119295,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 7,Karmine Corp vs FNATIC,184054,Haven,119297,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 7,Karmine Corp vs FNATIC,184054,Lotus,119298,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 7,BBL Esports vs Team Liquid,184055,Split,119300,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 7,BBL Esports vs Team Liquid,184055,Ascent,119301,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 7,BBL Esports vs Team Liquid,184055,Bind,119302,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 7,KOI vs Team Heretics,184056,Fracture,119303,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 7,KOI vs Team Heretics,184056,Lotus,119304,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 7,KOI vs Team Heretics,184056,Ascent,119305,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 8,FNATIC vs Natus Vincere,184057,Lotus,119306,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 8,FNATIC vs Natus Vincere,184057,Split,119307,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 8,Team Heretics vs Team Vitality,184058,Haven,119309,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 8,Team Heretics vs Team Vitality,184058,Lotus,119310,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 8,Karmine Corp vs Giants Gaming,184059,Lotus,119312,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 8,Karmine Corp vs Giants Gaming,184059,Ascent,119313,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 8,KOI vs Team Liquid,184060,Fracture,119315,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 8,KOI vs Team Liquid,184060,Split,119316,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 8,KOI vs Team Liquid,184060,Lotus,119317,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 8,BBL Esports vs FUT Esports,184061,Pearl,119318,vct_2023
Champions Tour 2023: EMEA League,1190,Regular Season,2314,Week 8,BBL Esports vs FUT Esports,184061,Haven,119319,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Upper Round 1,Giants Gaming vs FUT Esports,213193,Haven,130941,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Upper Round 1,Giants Gaming vs FUT Esports,213193,Ascent,130942,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Upper Round 1,Team Liquid vs Team Vitality,213194,Lotus,130944,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Upper Round 1,Team Liquid vs Team Vitality,213194,Bind,130945,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Upper Round 1,Team Liquid vs Team Vitality,213194,Ascent,130946,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Upper Semifinals,FNATIC vs FUT Esports,213195,Bind,130947,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Upper Semifinals,FNATIC vs FUT Esports,213195,Split,130948,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Upper Semifinals,FNATIC vs FUT Esports,213195,Lotus,130949,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Upper Semifinals,Natus Vincere vs Team Liquid,213196,Bind,130950,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Upper Semifinals,Natus Vincere vs Team Liquid,213196,Split,130951,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Lower Round 1,FUT Esports vs Team Vitality,213200,Split,130962,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Lower Round 1,FUT Esports vs Team Vitality,213200,Haven,130963,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Lower Round 1,FUT Esports vs Team Vitality,213200,Lotus,130964,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Lower Round 1,Natus Vincere vs Giants Gaming,213199,Pearl,130959,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Lower Round 1,Natus Vincere vs Giants Gaming,213199,Ascent,130960,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Upper Final,FNATIC vs Team Liquid,213197,Lotus,130953,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Upper Final,FNATIC vs Team Liquid,213197,Bind,130954,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Lower Round 2,Natus Vincere vs FUT Esports,213201,Lotus,130965,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Lower Round 2,Natus Vincere vs FUT Esports,213201,Fracture,130966,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Lower Final,Team Liquid vs FUT Esports,213202,Ascent,130968,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Lower Final,Team Liquid vs FUT Esports,213202,Lotus,130969,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Lower Final,Team Liquid vs FUT Esports,213202,Split,130970,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Grand Final,FNATIC vs Team Liquid,213198,Lotus,130956,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Grand Final,FNATIC vs Team Liquid,213198,Ascent,130957,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Grand Final,FNATIC vs Team Liquid,213198,Haven,130958,vct_2023
Champions Tour 2023: EMEA League,1190,Playoffs,2858,Grand Final,FNATIC vs Team Liquid,213198,Fracture,131673,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 1,ZETA DIVISION vs DRX,184456,Ascent,119512,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 1,ZETA DIVISION vs DRX,184456,Pearl,119513,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 1,T1 vs Global Esports,184457,Pearl,119515,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 1,T1 vs Global Esports,184457,Haven,119516,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 1,T1 vs Global Esports,184457,Lotus,119517,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 1,Paper Rex vs DetonatioN FocusMe,184458,Pearl,119518,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 1,Paper Rex vs DetonatioN FocusMe,184458,Lotus,119519,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 1,Team Secret vs Talon Esports,184459,Ascent,119521,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 1,Team Secret vs Talon Esports,184459,Icebox,119522,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 1,Team Secret vs Talon Esports,184459,Fracture,119523,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 1,Rex Regum Qeon vs Gen.G,184460,Fracture,119524,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 1,Rex Regum Qeon vs Gen.G,184460,Lotus,119525,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 2,ZETA DIVISION vs Rex Regum Qeon,184461,Haven,119527,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 2,ZETA DIVISION vs Rex Regum Qeon,184461,Ascent,119528,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 2,ZETA DIVISION vs Rex Regum Qeon,184461,Lotus,119529,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 2,Talon Esports vs T1,184462,Ascent,119530,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 2,Talon Esports vs T1,184462,Haven,119531,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 2,Team Secret vs Paper Rex,184463,Haven,119533,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 2,Team Secret vs Paper Rex,184463,Fracture,119534,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 2,Team Secret vs Paper Rex,184463,Split,119535,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 2,Gen.G vs DetonatioN FocusMe,184465,Lotus,119536,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 2,Gen.G vs DetonatioN FocusMe,184465,Fracture,119537,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 2,Gen.G vs DetonatioN FocusMe,184465,Pearl,119538,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 2,Global Esports vs DRX,184466,Haven,119539,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 2,Global Esports vs DRX,184466,Split,119540,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,184467,Haven,119542,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,184467,Pearl,119543,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 3,T1 vs Paper Rex,184468,Pearl,119545,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 3,T1 vs Paper Rex,184468,Fracture,119546,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 3,ZETA DIVISION vs Global Esports,184469,Pearl,119548,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 3,ZETA DIVISION vs Global Esports,184469,Ascent,119549,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 3,ZETA DIVISION vs Global Esports,184469,Haven,119550,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 3,Talon Esports vs DRX,184470,Split,119551,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 3,Talon Esports vs DRX,184470,Pearl,119552,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 3,Team Secret vs Gen.G,184471,Haven,119554,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 3,Team Secret vs Gen.G,184471,Fracture,119555,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 4,Paper Rex vs DRX,184472,Ascent,119557,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 4,Paper Rex vs DRX,184472,Split,119558,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 4,Team Secret vs Rex Regum Qeon,184473,Icebox,119560,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 4,Team Secret vs Rex Regum Qeon,184473,Split,119561,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 4,T1 vs Gen.G,184474,Ascent,119563,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 4,T1 vs Gen.G,184474,Haven,119564,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 4,ZETA DIVISION vs DetonatioN FocusMe,184475,Ascent,119566,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 4,ZETA DIVISION vs DetonatioN FocusMe,184475,Haven,119567,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 4,Talon Esports vs Global Esports,184476,Split,119569,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 4,Talon Esports vs Global Esports,184476,Icebox,119570,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 5,Paper Rex vs Global Esports,184477,Icebox,119572,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 5,Paper Rex vs Global Esports,184477,Split,119573,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 5,Paper Rex vs Global Esports,184477,Pearl,119574,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 5,Gen.G vs DRX,184478,Haven,119575,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 5,Gen.G vs DRX,184478,Fracture,119576,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 5,Gen.G vs DRX,184478,Pearl,119577,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 5,T1 vs Rex Regum Qeon,184479,Haven,119578,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 5,T1 vs Rex Regum Qeon,184479,Fracture,119579,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 5,Team Secret vs DetonatioN FocusMe,184480,Ascent,119581,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 5,Team Secret vs DetonatioN FocusMe,184480,Haven,119582,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 5,ZETA DIVISION vs Talon Esports,184481,Haven,119584,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 5,ZETA DIVISION vs Talon Esports,184481,Ascent,119585,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,T1 vs DetonatioN FocusMe,184482,Lotus,119587,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,T1 vs DetonatioN FocusMe,184482,Split,119588,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,T1 vs DetonatioN FocusMe,184482,Fracture,119589,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,ZETA DIVISION vs Team Secret,184483,Split,119590,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,ZETA DIVISION vs Team Secret,184483,Lotus,119591,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,ZETA DIVISION vs Team Secret,184483,Fracture,119592,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,Global Esports vs Gen.G,184484,Pearl,119593,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,Global Esports vs Gen.G,184484,Lotus,119594,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,Rex Regum Qeon vs DRX,184485,Haven,119596,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,Rex Regum Qeon vs DRX,184485,Split,119597,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,Rex Regum Qeon vs DRX,184485,Pearl,119598,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,Talon Esports vs Paper Rex,184486,Pearl,119599,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,Talon Esports vs Paper Rex,184486,Split,119600,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 6,Talon Esports vs Paper Rex,184486,Fracture,119601,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 7,Talon Esports vs Gen.G,184488,Fracture,119602,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 7,Talon Esports vs Gen.G,184488,Lotus,119603,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 7,ZETA DIVISION vs Paper Rex,184489,Split,119605,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 7,ZETA DIVISION vs Paper Rex,184489,Ascent,119606,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 7,Rex Regum Qeon vs Global Esports,184490,Fracture,119608,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 7,Rex Regum Qeon vs Global Esports,184490,Pearl,119609,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 7,Team Secret vs T1,184491,Lotus,119611,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 7,Team Secret vs T1,184491,Bind,119612,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 7,DRX vs DetonatioN FocusMe,184492,Fracture,119614,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 7,DRX vs DetonatioN FocusMe,184492,Ascent,119615,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 8,Paper Rex vs Gen.G,184493,Split,119617,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 8,Paper Rex vs Gen.G,184493,Ascent,119618,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 8,ZETA DIVISION vs T1,184494,Fracture,119620,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 8,ZETA DIVISION vs T1,184494,Lotus,119621,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 8,ZETA DIVISION vs T1,184494,Bind,119622,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 8,Team Secret vs DRX,184495,Haven,119623,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 8,Team Secret vs DRX,184495,Ascent,119624,vct_2023
Champions Tour 2023: Pacific League,1191,League Play,2316,Week 8,Global Esports vs DetonatioN FocusMe,184496,Lotus,119626,vct_2023
