Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Name,Match ID,Map,Game ID
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Knockout Round,Trace Esports vs All Gamers,370723,Sunset,178695
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Knockout Round,JDG Esports vs Bilibili Gaming,370722,Sunset,178691
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Knockout Round,JDG Esports vs Bilibili Gaming,370722,Icebox,178692
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Upper Semifinals,FunPlus Phoenix vs Trace Esports,370725,Ascent,178700
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Upper Semifinals,FunPlus Phoenix vs Trace Esports,370725,Haven,178701
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Upper Semifinals,EDward Gaming vs Bilibili Gaming,370724,Sunset,178697
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Upper Semifinals,EDward Gaming vs Bilibili Gaming,370724,Bind,178698
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Upper Semifinals,EDward Gaming vs Bilibili Gaming,370724,Lotus,178699
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Upper Final,Trace Esports vs EDward Gaming,370726,Sunset,178703
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Upper Final,Trace Esports vs EDward Gaming,370726,Abyss,178704
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,370728,Ascent,178711
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,370728,Icebox,178712
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,370728,Lotus,178713
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Lower Final,Trace Esports vs FunPlus Phoenix,370729,Lotus,178714
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Lower Final,Trace Esports vs FunPlus Phoenix,370729,Ascent,178715
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Lower Final,Trace Esports vs FunPlus Phoenix,370729,Abyss,178716
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Lower Final,Trace Esports vs FunPlus Phoenix,370729,Bind,178717
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Lower Final,Trace Esports vs FunPlus Phoenix,370729,Haven,178718
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Grand Final,EDward Gaming vs FunPlus Phoenix,370727,Sunset,178706
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Grand Final,EDward Gaming vs FunPlus Phoenix,370727,Abyss,178707
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Grand Final,EDward Gaming vs FunPlus Phoenix,370727,Haven,178708
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Grand Final,EDward Gaming vs FunPlus Phoenix,370727,Icebox,178709
Champions Tour 2024: China Stage 2,2096,Playoffs,4034,Grand Final,EDward Gaming vs FunPlus Phoenix,370727,Bind,178710
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,ZETA DIVISION vs DRX,314340,Icebox,163239
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,ZETA DIVISION vs DRX,314340,Sunset,163240
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,ZETA DIVISION vs DRX,314340,Breeze,163241
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,Team Secret vs BLEED,314341,Ascent,163242
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,Team Secret vs BLEED,314341,Sunset,163243
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,Team Secret vs BLEED,314341,Split,163244
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,T1 vs Gen.G,314342,Split,163245
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,T1 vs Gen.G,314342,Lotus,163246
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,T1 vs Gen.G,314342,Sunset,163247
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,Paper Rex vs Talon Esports,314343,Icebox,163248
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,Paper Rex vs Talon Esports,314343,Sunset,163249
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,314344,Icebox,163251
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,314344,Ascent,163252
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,Team Secret vs Global Esports,314345,Sunset,163254
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 1,Team Secret vs Global Esports,314345,Ascent,163255
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,Talon Esports vs Rex Regum Qeon,314346,Lotus,163257
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,Talon Esports vs Rex Regum Qeon,314346,Ascent,163258
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,Talon Esports vs Rex Regum Qeon,314346,Icebox,163259
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,Paper Rex vs DRX,314347,Split,163260
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,Paper Rex vs DRX,314347,Haven,163261
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,Paper Rex vs DRX,314347,Icebox,163262
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,Global Esports vs BLEED,314348,Lotus,163263
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,Global Esports vs BLEED,314348,Sunset,163264
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,DetonatioN FocusMe vs ZETA DIVISION,314349,Haven,163266
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,DetonatioN FocusMe vs ZETA DIVISION,314349,Sunset,163267
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,DetonatioN FocusMe vs ZETA DIVISION,314349,Ascent,163268
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,DRX vs Rex Regum Qeon,314350,Split,163269
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,DRX vs Rex Regum Qeon,314350,Sunset,163270
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,Team Secret vs T1,314351,Haven,163272
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,Team Secret vs T1,314351,Split,163273
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 2,Team Secret vs T1,314351,Icebox,163274
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,Talon Esports vs DetonatioN FocusMe,314352,Lotus,163275
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,Talon Esports vs DetonatioN FocusMe,314352,Sunset,163276
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,ZETA DIVISION vs Rex Regum Qeon,314353,Split,163278
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,ZETA DIVISION vs Rex Regum Qeon,314353,Sunset,163279
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,Global Esports vs T1,314354,Icebox,163281
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,Global Esports vs T1,314354,Lotus,163282
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,Global Esports vs T1,314354,Ascent,163283
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,BLEED vs Gen.G,314355,Ascent,163284
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,BLEED vs Gen.G,314355,Sunset,163285
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,BLEED vs Gen.G,314355,Icebox,163286
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,Paper Rex vs DetonatioN FocusMe,314356,Icebox,163287
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,Paper Rex vs DetonatioN FocusMe,314356,Sunset,163288
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,DRX vs Talon Esports,314357,Ascent,163290
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,DRX vs Talon Esports,314357,Haven,163291
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 3,DRX vs Talon Esports,314357,Icebox,163292
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,Paper Rex vs Rex Regum Qeon,314358,Lotus,163293
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,Paper Rex vs Rex Regum Qeon,314358,Ascent,163294
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,Paper Rex vs Rex Regum Qeon,314358,Sunset,163295
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,Gen.G vs Global Esports,314359,Lotus,163296
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,Gen.G vs Global Esports,314359,Ascent,163297
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,DRX vs DetonatioN FocusMe,314360,Icebox,163299
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,DRX vs DetonatioN FocusMe,314360,Ascent,163300
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,DRX vs DetonatioN FocusMe,314360,Haven,178343
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,ZETA DIVISION vs Talon Esports,314361,Ascent,163302
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,ZETA DIVISION vs Talon Esports,314361,Lotus,163303
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,ZETA DIVISION vs Talon Esports,314361,Haven,163304
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,Gen.G vs Team Secret,314362,Sunset,163305
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,Gen.G vs Team Secret,314362,Lotus,163306
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,Gen.G vs Team Secret,314362,Split,163307
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,Paper Rex vs ZETA DIVISION,314363,Ascent,163308
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,Paper Rex vs ZETA DIVISION,314363,Lotus,163309
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,Paper Rex vs ZETA DIVISION,314363,Sunset,163310
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,T1 vs BLEED,314364,Bind,163311
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,T1 vs BLEED,314364,Lotus,163312
Champions Tour 2024: Pacific Stage 2,2005,Regular Season,3838,Week 4,T1 vs BLEED,314364,Ascent,163313
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Knockout Round,Gen.G vs Rex Regum Qeon,365316,Haven,176169
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Knockout Round,Gen.G vs Rex Regum Qeon,365316,Bind,176170
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Knockout Round,Team Secret vs Talon Esports,365317,Lotus,176172
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Knockout Round,Team Secret vs Talon Esports,365317,Abyss,176173
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Upper Semifinals,Paper Rex vs Gen.G,365318,Ascent,176175
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Upper Semifinals,Paper Rex vs Gen.G,365318,Icebox,176176
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Upper Semifinals,DRX vs Talon Esports,365319,Ascent,176178
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Upper Semifinals,DRX vs Talon Esports,365319,Abyss,176179
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Upper Final,Gen.G vs DRX,365320,Haven,176181
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Upper Final,Gen.G vs DRX,365320,Sunset,176182
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Upper Final,Gen.G vs DRX,365320,Bind,176183
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Lower Round 1,Paper Rex vs Talon Esports,365322,Ascent,176189
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Lower Round 1,Paper Rex vs Talon Esports,365322,Sunset,176190
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Lower Final,DRX vs Paper Rex,365323,Abyss,176192
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Lower Final,DRX vs Paper Rex,365323,Lotus,176193
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Lower Final,DRX vs Paper Rex,365323,Bind,176194
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Lower Final,DRX vs Paper Rex,365323,Icebox,176195
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Lower Final,DRX vs Paper Rex,365323,Ascent,176196
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Grand Final,Gen.G vs DRX,365321,Haven,176184
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Grand Final,Gen.G vs DRX,365321,Bind,176185
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Grand Final,Gen.G vs DRX,365321,Lotus,176186
Champions Tour 2024: Pacific Stage 2,2005,Playoffs,3839,Grand Final,Gen.G vs DRX,365321,Icebox,176187
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,FUT Esports vs KOI,353153,Split,173346
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,FUT Esports vs KOI,353153,Lotus,173347
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,FUT Esports vs KOI,353153,Sunset,173348
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,BBL Esports vs FNATIC,353154,Ascent,173349
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,BBL Esports vs FNATIC,353154,Bind,173350
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,BBL Esports vs FNATIC,353154,Lotus,173351
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,Team Heretics vs Natus Vincere,353155,Sunset,173352
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,Team Heretics vs Natus Vincere,353155,Bind,173353
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,GIANTX vs Gentle Mates,353157,Split,173358
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,GIANTX vs Gentle Mates,353157,Sunset,173359
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,GIANTX vs Gentle Mates,353157,Breeze,173360
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,Team Vitality vs Team Liquid,353156,Lotus,173355
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,Team Vitality vs Team Liquid,353156,Icebox,173356
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,BBL Esports vs Karmine Corp,353159,Lotus,173364
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,BBL Esports vs Karmine Corp,353159,Sunset,173365
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,Natus Vincere vs FUT Esports,353158,Ascent,173361
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 1,Natus Vincere vs FUT Esports,353158,Lotus,173362
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,KOI vs GIANTX,353202,Sunset,173490
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,KOI vs GIANTX,353202,Icebox,173491
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,Team Heretics vs FUT Esports,353161,Sunset,173370
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,Team Heretics vs FUT Esports,353161,Split,173371
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,FNATIC vs Team Vitality,353160,Haven,173367
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,FNATIC vs Team Vitality,353160,Icebox,173368
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,FNATIC vs Team Vitality,353160,Lotus,173369
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,BBL Esports vs Team Liquid,353162,Lotus,173373
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,BBL Esports vs Team Liquid,353162,Ascent,173374
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,Natus Vincere vs GIANTX,353163,Lotus,173376
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,Natus Vincere vs GIANTX,353163,Ascent,173377
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,KOI vs Gentle Mates,353164,Sunset,173379
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,KOI vs Gentle Mates,353164,Split,173380
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,FNATIC vs Karmine Corp,353165,Haven,173382
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 2,FNATIC vs Karmine Corp,353165,Lotus,173383
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,Team Heretics vs GIANTX,353166,Bind,173385
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,Team Heretics vs GIANTX,353166,Split,173386
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,Team Heretics vs GIANTX,353166,Haven,173387
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,FUT Esports vs Gentle Mates,353167,Sunset,173388
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,FUT Esports vs Gentle Mates,353167,Split,173389
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,KOI vs Natus Vincere,353168,Split,173391
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,KOI vs Natus Vincere,353168,Icebox,173392
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,Team Liquid vs Karmine Corp,353169,Bind,173394
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,Team Liquid vs Karmine Corp,353169,Sunset,173395
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,BBL Esports vs Team Vitality,353170,Ascent,173397
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,BBL Esports vs Team Vitality,353170,Sunset,173398
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,BBL Esports vs Team Vitality,353170,Lotus,173399
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,Team Heretics vs Gentle Mates,353171,Sunset,173400
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,Team Heretics vs Gentle Mates,353171,Icebox,173401
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 3,Team Heretics vs Gentle Mates,353171,Lotus,173402
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 4,FUT Esports vs GIANTX,353172,Split,173403
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 4,FUT Esports vs GIANTX,353172,Lotus,173404
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 4,Team Heretics vs KOI,353173,Icebox,173406
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 4,Team Heretics vs KOI,353173,Bind,173407
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 4,Team Heretics vs KOI,353173,Haven,173408
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 4,FNATIC vs Team Liquid,353174,Icebox,173409
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 4,FNATIC vs Team Liquid,353174,Haven,173410
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 4,Natus Vincere vs Gentle Mates,353175,Sunset,173412
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 4,Natus Vincere vs Gentle Mates,353175,Ascent,173413
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 4,Natus Vincere vs Gentle Mates,353175,Split,173414
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 4,Team Vitality vs Karmine Corp,353203,Icebox,173493
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 4,Team Vitality vs Karmine Corp,353203,Lotus,173494
Champions Tour 2024: EMEA Stage 2,2094,Regular Season,4029,Week 4,Team Vitality vs Karmine Corp,353203,Sunset,173495
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Knockout Round,Team Vitality vs Natus Vincere,371278,Haven,178847
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Knockout Round,Team Vitality vs Natus Vincere,371278,Sunset,178848
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Knockout Round,Team Vitality vs Natus Vincere,371278,Ascent,178849
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Knockout Round,FNATIC vs Karmine Corp,371279,Icebox,178850
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Knockout Round,FNATIC vs Karmine Corp,371279,Sunset,178851
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Knockout Round,FNATIC vs Karmine Corp,371279,Lotus,178852
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Upper Semifinals,Team Heretics vs Team Vitality,371280,Icebox,178853
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Upper Semifinals,Team Heretics vs Team Vitality,371280,Sunset,178854
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Upper Semifinals,Team Heretics vs Team Vitality,371280,Bind,178855
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Upper Semifinals,FUT Esports vs FNATIC,371281,Sunset,178856
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Upper Semifinals,FUT Esports vs FNATIC,371281,Haven,178857
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Upper Final,Team Vitality vs FNATIC,371282,Lotus,178859
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Upper Final,Team Vitality vs FNATIC,371282,Sunset,178860
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Lower Round 1,Team Heretics vs FUT Esports,371284,Abyss,178867
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Lower Round 1,Team Heretics vs FUT Esports,371284,Sunset,178868
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Lower Final,Team Vitality vs Team Heretics,371285,Icebox,178870
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Lower Final,Team Vitality vs Team Heretics,371285,Sunset,178871
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Lower Final,Team Vitality vs Team Heretics,371285,Lotus,178872
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Lower Final,Team Vitality vs Team Heretics,371285,Haven,178873
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Grand Final,FNATIC vs Team Vitality,371283,Haven,178862
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Grand Final,FNATIC vs Team Vitality,371283,Ascent,178863
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Grand Final,FNATIC vs Team Vitality,371283,Lotus,178864
Champions Tour 2024: EMEA Stage 2,2094,Playoffs,4030,Grand Final,FNATIC vs Team Vitality,371283,Bind,178865
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 1,G2 Esports vs T1,348063,Breeze,170636
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 1,G2 Esports vs T1,348063,Icebox,170637
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 1,G2 Esports vs T1,348063,Lotus,170638
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 1,FunPlus Phoenix vs FUT Esports,348061,Sunset,170633
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 1,FunPlus Phoenix vs FUT Esports,348061,Lotus,170634
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 1,FunPlus Phoenix vs FUT Esports,348061,Icebox,170635
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 1,Gen.G vs LEVIATÁN,348064,Icebox,170639
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 1,Gen.G vs LEVIATÁN,348064,Lotus,170640
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 1,Gen.G vs LEVIATÁN,348064,Breeze,170641
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 1,Team Heretics vs Dragon Ranger Gaming,348059,Icebox,170630
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 1,Team Heretics vs Dragon Ranger Gaming,348059,Sunset,170631
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 2,FunPlus Phoenix vs Gen.G,348458,Lotus,170768
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 2,FunPlus Phoenix vs Gen.G,348458,Sunset,170769
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 2,FunPlus Phoenix vs Gen.G,348458,Ascent,170770
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 2,G2 Esports vs Team Heretics,348457,Lotus,170765
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 2,G2 Esports vs Team Heretics,348457,Bind,170766
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 2,G2 Esports vs Team Heretics,348457,Split,170767
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 2,LEVIATÁN vs T1,348459,Breeze,170771
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 2,LEVIATÁN vs T1,348459,Sunset,170772
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 2,Dragon Ranger Gaming vs FUT Esports,348460,Bind,170774
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 2,Dragon Ranger Gaming vs FUT Esports,348460,Ascent,170775
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 3,FunPlus Phoenix vs Team Heretics,348462,Sunset,170780
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 3,FunPlus Phoenix vs Team Heretics,348462,Lotus,170781
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 3,FunPlus Phoenix vs Team Heretics,348462,Icebox,170782
Champions Tour 2024: Masters Shanghai,1999,Swiss Stage,3842,Round 3,FUT Esports vs LEVIATÁN,348461,Sunset,170777
