Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,viper,50%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,kayo,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,breach,50%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,cypher,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,gekko,25%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,raze,50%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,fade,75%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,neon,50%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,skye,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,astra,25%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,chamber,50%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,deadlock,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,brimstone,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,harbor,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,clove,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,yoru,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,iso,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,phoenix,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,reyna,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Lotus,sage,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,omen,100%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,jett,25%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,killjoy,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,sova,50%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,viper,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,kayo,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,breach,75%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,cypher,75%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,gekko,25%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,raze,50%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,fade,25%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,neon,25%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,skye,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,astra,25%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,chamber,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,deadlock,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,brimstone,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,harbor,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,clove,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,yoru,25%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,iso,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,phoenix,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,reyna,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Sunset,sage,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,omen,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,jett,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,killjoy,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,sova,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,viper,100%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,kayo,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,breach,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,cypher,50%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,gekko,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,raze,100%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,fade,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,neon,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,skye,100%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,astra,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,chamber,50%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,deadlock,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,brimstone,100%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,harbor,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,clove,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,yoru,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,iso,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,phoenix,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,reyna,0%
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Bind,sage,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,omen,72%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,jett,50%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,viper,41%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,sova,40%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,cypher,40%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,raze,37%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,kayo,36%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,killjoy,35%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,breach,31%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,gekko,25%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,fade,20%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,skye,13%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,neon,11%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,brimstone,11%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,astra,9%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,yoru,7%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,chamber,7%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,sage,5%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,deadlock,4%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,clove,2%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,phoenix,1%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,harbor,1%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,iso,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,All Maps,reyna,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,omen,97%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,jett,12%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,viper,12%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,sova,53%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,cypher,65%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,raze,59%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,kayo,24%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,killjoy,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,breach,47%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,gekko,32%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,fade,9%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,skye,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,neon,24%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,brimstone,3%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,astra,12%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,yoru,15%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,chamber,15%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,sage,18%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,deadlock,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,clove,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,phoenix,6%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,harbor,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,iso,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Sunset,reyna,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,omen,4%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,jett,96%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,viper,100%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,sova,29%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,cypher,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,raze,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,kayo,89%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,killjoy,100%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,breach,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,gekko,43%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,fade,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,skye,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,neon,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,brimstone,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,astra,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,yoru,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,chamber,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,sage,7%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,deadlock,14%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,clove,11%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,phoenix,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,harbor,7%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,iso,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Icebox,reyna,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,omen,100%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,jett,89%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,viper,4%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,sova,54%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,cypher,71%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,raze,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,kayo,25%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,killjoy,29%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,breach,82%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,gekko,18%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,fade,14%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,skye,4%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,neon,11%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,brimstone,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,astra,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,yoru,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,chamber,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,sage,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,deadlock,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,clove,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,phoenix,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,harbor,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,iso,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haven,reyna,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,omen,100%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,jett,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,viper,63%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,sova,8%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,cypher,17%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,raze,67%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,kayo,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,killjoy,46%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,breach,33%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,gekko,17%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,fade,75%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,skye,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,neon,33%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,brimstone,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,astra,17%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,yoru,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,chamber,17%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,sage,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,deadlock,4%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,clove,4%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,phoenix,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,harbor,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,iso,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lotus,reyna,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,omen,100%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,jett,100%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,viper,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,sova,100%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,cypher,20%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,raze,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,kayo,95%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,killjoy,55%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,breach,5%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,gekko,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,fade,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,skye,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,neon,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,brimstone,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,astra,25%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,yoru,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,chamber,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,sage,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,deadlock,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,clove,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,phoenix,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,harbor,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,iso,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ascent,reyna,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,omen,10%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,jett,25%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,viper,55%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,sova,10%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,cypher,40%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,raze,90%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,kayo,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,killjoy,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,breach,15%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,gekko,40%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,fade,30%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,skye,70%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,neon,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,brimstone,85%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,astra,5%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,yoru,5%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,chamber,10%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,sage,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,deadlock,10%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,clove,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,phoenix,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,harbor,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,iso,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Bind,reyna,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Abyss,omen,100%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Abyss,jett,33%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Abyss,viper,67%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Abyss,sova,33%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Abyss,cypher,67%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Abyss,raze,33%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Abyss,kayo,17%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Abyss,killjoy,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Abyss,breach,0%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Abyss,gekko,33%
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Abyss,fade,33%
